age,gender,ethnicity,fcid_code
30,1,4,603040000
31,2,3,603040000
31,2,1,603040000
31,2,3,603040000
31,1,2,603040000
31,2,4,603040000
31,2,4,603040000
31,2,4,603040000
31,1,4,603040000
31,1,3,603040000
31,1,3,603040000
31,1,4,603040000
31,2,2,603040000
31,2,4,603040000
31,2,4,603040000
31,2,5,603040000
31,2,4,603040000
31,1,3,603040000
32,1,4,603040000
32,2,1,603040000
32,1,3,603040000
32,2,5,603040000
32,1,3,603040000
32,1,1,603040000
32,1,1,603040000
32,1,4,603040000
32,2,1,603040000
32,2,4,603040000
32,1,3,603040000
32,1,3,603040000
32,2,4,603040000
32,1,1,603040000
32,1,2,603040000
32,1,2,603040000
32,1,4,603040000
32,1,2,603040000
32,1,3,603040000
32,1,2,603040000
32,1,1,603040000
32,2,1,603040000
32,2,2,603040000
32,2,1,603040000
32,2,3,603040000
32,2,2,603040000
32,2,4,603040000
33,2,1,603040000
33,1,3,603040000
33,2,4,603040000
33,2,5,603040000
33,1,3,603040000
33,2,5,603040000
33,1,3,603040000
33,2,3,603040000
33,1,3,603040000
33,1,2,603040000
33,1,3,603040000
33,2,2,603040000
33,1,3,603040000
33,2,3,603040000
33,2,3,603040000
33,2,1,603040000
34,1,3,603040000
34,1,3,603040000
34,1,4,603040000
34,2,1,603040000
34,2,4,603040000
34,2,4,603040000
34,1,4,603040000
34,2,3,603040000
34,2,2,603040000
34,2,1,603040000
34,1,3,603040000
34,1,4,603040000
34,2,1,603040000
34,2,3,603040000
34,2,4,603040000
34,1,2,603040000
34,2,1,603040000
34,2,3,603040000
34,2,3,603040000
34,2,4,603040000
34,1,3,603040000
35,2,2,603040000
35,2,2,603040000
35,2,4,603040000
35,1,4,603040000
35,2,3,603040000
35,2,3,603040000
35,1,3,603040000
35,2,4,603040000
35,2,3,603040000
35,2,3,603040000
35,1,2,603040000
35,1,1,603040000
35,2,2,603040000
35,2,2,603040000
35,2,3,603040000
35,2,5,603040000
35,2,1,603040000
35,2,1,603040000
35,1,2,603040000
35,1,1,603040000
35,2,4,603040000
35,1,4,603040000
36,1,3,603040000
36,1,1,603040000
36,2,4,603040000
36,2,4,603040000
36,2,1,603040000
36,2,3,603040000
36,1,3,603040000
36,1,3,603040000
36,1,4,603040000
36,2,3,603040000
36,2,4,603040000
36,2,1,603040000
37,1,3,603040000
37,1,4,603040000
37,1,4,603040000
37,2,5,603040000
37,2,3,603040000
37,1,4,603040000
37,2,4,603040000
37,2,3,603040000
37,1,2,603040000
37,1,3,603040000
37,2,4,603040000
37,1,4,603040000
37,1,4,603040000
37,2,3,603040000
38,2,2,603040000
38,2,1,603040000
38,2,3,603040000
38,2,3,603040000
38,1,3,603040000
38,1,3,603040000
38,2,3,603040000
38,1,4,603040000
38,1,1,603040000
38,1,3,603040000
38,1,4,603040000
38,1,4,603040000
38,1,3,603040000
39,1,3,603040000
39,2,3,603040000
39,1,3,603040000
39,2,4,603040000
39,2,5,603040000
39,2,5,603040000
39,2,3,603040000
39,2,3,603040000
39,2,3,603040000
39,1,3,603040000
39,2,3,603040000
39,1,3,603040000
39,2,1,603040000
39,2,4,603040000
39,2,3,603040000
39,1,3,603040000
39,2,3,603040000
39,2,3,603040000
39,2,3,603040000
39,1,3,603040000
39,2,1,603040000
40,2,1,603040000
40,1,3,603040000
40,1,1,603040000
40,2,4,603040000
40,1,3,603040000
40,1,3,603040000
40,1,3,603040000
40,2,5,603040000
40,2,4,603040000
40,1,3,603040000
40,1,2,603040000
40,1,4,603040000
40,1,2,603040000
40,1,1,603040000
40,1,2,603040000
40,2,3,603040000
40,1,2,603040000
40,2,3,603040000
40,2,3,603040000
40,1,2,603040000
40,1,4,603040000
40,1,1,603040000
40,1,1,603040000
40,2,2,603040000
40,1,3,603040000
40,2,1,603040000
41,2,3,603040000
41,2,5,603040000
41,1,1,603040000
41,2,3,603040000
41,1,3,603040000
41,2,3,603040000
41,2,3,603040000
41,2,3,603040000
41,2,3,603040000
41,2,3,603040000
41,2,2,603040000
41,1,5,603040000
41,2,3,603040000
41,2,2,603040000
41,2,4,603040000
41,1,1,603040000
41,1,5,603040000
41,2,3,603040000
41,1,1,603040000
42,2,3,603040000
42,2,2,603040000
42,2,3,603040000
42,1,1,603040000
42,2,3,603040000
42,2,1,603040000
42,1,1,603040000
42,1,3,603040000
42,2,4,603040000
42,1,1,603040000
42,1,1,603040000
42,1,2,603040000
42,1,5,603040000
42,2,3,603040000
42,1,3,603040000
42,2,3,603040000
42,2,3,603040000
42,2,3,603040000
43,1,5,603040000
43,2,2,603040000
43,2,1,603040000
43,2,3,603040000
43,1,5,603040000
43,2,3,603040000
43,2,1,603040000
43,2,3,603040000
43,2,1,603040000
43,2,4,603040000
43,2,1,603040000
43,2,3,603040000
43,1,3,603040000
43,1,4,603040000
43,2,1,603040000
43,2,1,603040000
43,2,5,603040000
43,1,3,603040000
43,1,3,603040000
43,1,3,603040000
43,2,4,603040000
43,1,3,603040000
43,2,1,603040000
43,1,2,603040000
43,2,3,603040000
43,2,1,603040000
43,1,3,603040000
43,2,3,603040000
43,2,4,603040000
43,2,3,603040000
43,1,4,603040000
43,2,1,603040000
43,2,3,603040000
44,2,5,603040000
44,1,4,603040000
44,2,3,603040000
44,1,3,603040000
44,1,1,603040000
44,1,2,603040000
44,1,3,603040000
44,2,3,603040000
44,2,4,603040000
44,2,3,603040000
44,1,1,603040000
44,2,2,603040000
44,1,1,603040000
44,2,3,603040000
44,1,3,603040000
44,2,4,603040000
44,2,3,603040000
44,1,3,603040000
44,2,4,603040000
44,2,3,603040000
44,2,2,603040000
44,2,5,603040000
44,2,5,603040000
44,1,4,603040000
45,2,2,603040000
45,1,3,603040000
45,2,3,603040000
45,1,5,603040000
45,1,3,603040000
45,2,5,603040000
45,1,2,603040000
45,2,3,603040000
45,1,1,603040000
45,2,3,603040000
45,2,2,603040000
45,2,1,603040000
45,2,2,603040000
45,2,3,603040000
45,2,4,603040000
45,2,3,603040000
45,2,3,603040000
45,2,3,603040000
45,2,3,603040000
45,2,1,603040000
45,2,3,603040000
45,2,1,603040000
45,2,4,603040000
46,2,3,603040000
46,2,3,603040000
46,1,3,603040000
46,2,1,603040000
46,2,1,603040000
46,1,4,603040000
46,1,3,603040000
46,2,3,603040000
46,1,2,603040000
46,1,3,603040000
46,2,4,603040000
46,1,3,603040000
46,2,3,603040000
46,1,5,603040000
46,1,3,603040000
46,1,1,603040000
46,1,3,603040000
46,2,4,603040000
46,2,4,603040000
46,2,3,603040000
46,2,3,603040000
46,2,1,603040000
46,1,1,603040000
46,1,4,603040000
46,1,3,603040000
47,2,4,603040000
47,2,3,603040000
47,1,3,603040000
47,2,2,603040000
47,1,5,603040000
47,1,1,603040000
47,1,2,603040000
47,2,3,603040000
47,1,3,603040000
47,1,3,603040000
47,1,3,603040000
47,1,5,603040000
47,2,3,603040000
47,2,4,603040000
47,1,3,603040000
48,2,1,603040000
48,1,4,603040000
48,1,4,603040000
48,2,3,603040000
48,1,3,603040000
48,2,5,603040000
48,2,3,603040000
48,2,3,603040000
48,1,2,603040000
48,2,4,603040000
48,1,2,603040000
48,2,3,603040000
48,1,2,603040000
48,2,1,603040000
48,2,3,603040000
48,1,3,603040000
48,1,3,603040000
48,2,3,603040000
48,1,3,603040000
48,1,3,603040000
48,1,5,603040000
48,1,3,603040000
48,1,4,603040000
48,2,3,603040000
48,1,3,603040000
48,2,2,603040000
48,2,3,603040000
49,1,4,603040000
49,1,4,603040000
49,1,4,603040000
49,1,4,603040000
49,1,1,603040000
49,2,1,603040000
49,1,3,603040000
49,2,4,603040000
49,2,3,603040000
49,1,2,603040000
49,2,2,603040000
49,1,1,603040000
49,2,4,603040000
49,2,3,603040000
49,1,3,603040000
49,2,1,603040000
49,2,2,603040000
49,1,3,603040000
49,1,2,603040000
49,1,4,603040000
49,1,4,603040000
49,2,3,603040000
49,2,3,603040000
49,2,1,603040000
50,1,4,603040000
50,1,4,603040000
50,2,1,603040000
50,2,3,603040000
50,1,4,603040000
50,1,2,603040000
50,2,4,603040000
50,1,1,603040000
50,2,3,603040000
50,1,1,603040000
50,1,3,603040000
50,1,4,603040000
50,1,2,603040000
50,2,3,603040000
50,2,3,603040000
50,2,3,603040000
50,2,3,603040000
50,2,3,603040000
50,1,1,603040000
50,1,1,603040000
50,2,3,603040000
50,2,5,603040000
50,2,3,603040000
50,1,1,603040000
50,1,3,603040000
50,1,3,603040000
51,2,3,603040000
51,2,2,603040000
51,1,2,603040000
51,1,1,603040000
51,1,4,603040000
51,2,2,603040000
51,1,3,603040000
51,2,3,603040000
51,2,3,603040000
51,2,3,603040000
51,2,3,603040000
51,1,3,603040000
51,1,2,603040000
51,2,3,603040000
51,2,2,603040000
51,1,4,603040000
51,2,3,603040000
51,2,2,603040000
51,2,1,603040000
51,2,1,603040000
51,1,1,603040000
51,1,4,603040000
51,2,3,603040000
51,2,3,603040000
52,1,3,603040000
52,2,2,603040000
52,1,3,603040000
52,2,2,603040000
52,1,4,603040000
52,1,4,603040000
52,1,5,603040000
52,1,3,603040000
52,2,4,603040000
52,2,3,603040000
52,1,3,603040000
52,1,2,603040000
52,1,4,603040000
52,1,4,603040000
52,1,3,603040000
52,2,3,603040000
53,1,3,603040000
53,2,3,603040000
53,1,3,603040000
53,2,1,603040000
53,2,2,603040000
53,1,5,603040000
53,1,4,603040000
53,1,5,603040000
53,2,3,603040000
53,2,3,603040000
53,1,2,603040000
53,2,4,603040000
53,2,1,603040000
53,2,2,603040000
53,1,3,603040000
53,1,4,603040000
53,2,2,603040000
53,2,2,603040000
53,1,1,603040000
53,1,1,603040000
53,1,3,603040000
53,2,3,603040000
53,2,4,603040000
53,2,5,603040000
53,1,3,603040000
53,2,3,603040000
53,2,3,603040000
53,2,1,603040000
53,1,1,603040000
53,1,3,603040000
54,2,1,603040000
54,2,2,603040000
54,1,3,603040000
54,2,2,603040000
54,1,2,603040000
54,1,1,603040000
54,1,3,603040000
54,1,3,603040000
54,2,4,603040000
54,1,3,603040000
54,1,1,603040000
54,1,3,603040000
54,2,4,603040000
54,2,3,603040000
54,1,4,603040000
54,1,1,603040000
54,2,4,603040000
54,2,4,603040000
54,1,3,603040000
54,2,2,603040000
54,1,2,603040000
54,1,3,603040000
54,2,2,603040000
54,2,3,603040000
55,1,3,603040000
55,2,4,603040000
55,1,3,603040000
55,1,2,603040000
55,1,3,603040000
55,2,3,603040000
55,2,5,603040000
55,1,1,603040000
55,2,4,603040000
55,1,3,603040000
55,2,4,603040000
55,1,3,603040000
55,2,3,603040000
55,1,2,603040000
55,2,1,603040000
55,1,3,603040000
56,1,3,603040000
56,2,4,603040000
56,2,4,603040000
56,1,3,603040000
56,1,1,603040000
56,1,1,603040000
56,1,4,603040000
56,1,3,603040000
56,2,3,603040000
56,1,1,603040000
56,2,1,603040000
56,1,1,603040000
56,1,3,603040000
56,2,4,603040000
56,1,1,603040000
56,1,4,603040000
56,2,3,603040000
56,1,3,603040000
56,2,4,603040000
56,2,4,603040000
56,2,4,603040000
56,2,1,603040000
56,1,1,603040000
56,2,1,603040000
56,2,4,603040000
57,1,4,603040000
57,2,4,603040000
57,1,4,603040000
57,1,3,603040000
57,1,3,603040000
57,2,1,603040000
57,2,4,603040000
57,1,3,603040000
57,1,4,603040000
57,1,3,603040000
57,2,3,603040000
57,1,3,603040000
57,2,3,603040000
57,1,1,603040000
57,2,4,603040000
57,1,4,603040000
57,2,1,603040000
57,1,2,603040000
57,2,4,603040000
57,2,3,603040000
57,2,1,603040000
57,1,3,603040000
57,1,3,603040000
58,1,3,603040000
58,1,2,603040000
58,1,3,603040000
58,1,1,603040000
58,1,3,603040000
58,1,2,603040000
58,2,3,603040000
58,1,3,603040000
58,2,2,603040000
58,2,5,603040000
58,2,1,603040000
58,1,2,603040000
58,2,3,603040000
59,2,4,603040000
59,1,3,603040000
59,2,3,603040000
59,2,3,603040000
59,1,3,603040000
59,1,3,603040000
59,1,1,603040000
59,2,4,603040000
59,1,4,603040000
59,1,1,603040000
59,2,2,603040000
59,2,3,603040000
59,1,3,603040000
59,1,1,603040000
59,2,3,603040000
59,2,3,603040000
59,2,3,603040000
59,1,1,603040000
59,1,3,603040000
59,2,1,603040000
59,1,3,603040000
59,2,2,603040000
60,1,3,603040000
60,2,2,603040000
60,2,3,603040000
60,1,4,603040000
60,1,2,603040000
60,1,2,603040000
60,1,3,603040000
60,2,1,603040000
60,1,4,603040000
60,2,2,603040000
60,2,3,603040000
60,2,1,603040000
60,1,1,603040000
60,1,3,603040000
60,1,4,603040000
60,1,4,603040000
60,2,4,603040000
60,1,3,603040000
60,2,4,603040000
60,2,2,603040000
60,2,1,603040000
60,2,3,603040000
60,2,2,603040000
60,1,2,603040000
60,1,3,603040000
60,1,1,603040000
60,2,3,603040000
60,2,2,603040000
60,2,3,603040000
60,1,3,603040000
60,1,2,603040000
60,2,4,603040000
60,1,3,603040000
61,1,4,603040000
61,1,3,603040000
61,1,2,603040000
61,2,2,603040000
61,1,4,603040000
61,2,1,603040000
61,1,1,603040000
61,2,5,603040000
61,2,1,603040000
61,1,4,603040000
61,1,4,603040000
61,2,3,603040000
61,2,4,603040000
61,2,3,603040000
61,1,3,603040000
61,1,4,603040000
61,1,3,603040000
61,1,3,603040000
61,1,5,603040000
61,1,5,603040000
61,1,3,603040000
61,1,2,603040000
61,2,1,603040000
61,2,4,603040000
61,2,1,603040000
61,1,3,603040000
61,1,4,603040000
61,1,3,603040000
61,1,4,603040000
61,2,1,603040000
62,2,2,603040000
62,1,2,603040000
62,2,4,603040000
62,2,3,603040000
62,1,2,603040000
62,2,2,603040000
62,2,1,603040000
62,1,3,603040000
62,2,4,603040000
62,2,3,603040000
62,1,3,603040000
62,2,1,603040000
62,1,3,603040000
62,2,4,603040000
62,1,2,603040000
62,2,3,603040000
62,2,4,603040000
62,2,4,603040000
62,1,3,603040000
62,1,1,603040000
62,2,2,603040000
62,1,1,603040000
62,1,3,603040000
62,1,3,603040000
62,1,3,603040000
62,2,4,603040000
62,2,4,603040000
62,2,1,603040000
62,2,3,603040000
62,1,3,603040000
62,1,1,603040000
62,2,3,603040000
62,1,3,603040000
62,1,3,603040000
63,1,2,603040000
63,1,2,603040000
63,2,3,603040000
63,2,1,603040000
63,2,1,603040000
63,1,1,603040000
63,1,2,603040000
63,1,3,603040000
63,1,5,603040000
63,1,1,603040000
63,2,2,603040000
63,1,2,603040000
63,2,3,603040000
63,1,3,603040000
63,2,3,603040000
63,2,3,603040000
63,1,4,603040000
63,1,4,603040000
63,1,3,603040000
63,1,3,603040000
63,2,4,603040000
64,2,4,603040000
64,2,4,603040000
64,2,2,603040000
64,1,3,603040000
64,2,3,603040000
64,2,2,603040000
64,2,3,603040000
64,2,3,603040000
64,2,5,603040000
64,1,1,603040000
64,1,2,603040000
64,1,3,603040000
64,2,1,603040000
64,2,2,603040000
64,2,2,603040000
64,1,2,603040000
64,2,1,603040000
64,2,1,603040000
64,1,3,603040000
64,1,3,603040000
64,2,3,603040000
64,2,4,603040000
64,2,4,603040000
65,1,4,603040000
65,2,1,603040000
65,1,3,603040000
65,2,3,603040000
65,1,4,603040000
65,1,3,603040000
65,1,2,603040000
65,2,3,603040000
65,1,3,603040000
65,2,4,603040000
65,2,4,603040000
65,1,3,603040000
65,1,3,603040000
65,2,4,603040000
65,1,4,603040000
65,1,3,603040000
65,2,4,603040000
65,1,3,603040000
65,2,3,603040000
65,2,3,603040000
65,2,3,603040000
65,2,2,603040000
65,1,3,603040000
65,1,3,603040000
65,2,5,603040000
65,2,2,603040000
65,1,3,603040000
65,1,4,603040000
65,2,3,603040000
65,2,4,603040000
65,2,4,603040000
65,1,3,603040000
66,1,3,603040000
66,1,1,603040000
66,1,3,603040000
66,2,4,603040000
66,2,2,603040000
66,1,4,603040000
66,1,4,603040000
66,1,2,603040000
66,1,3,603040000
66,2,3,603040000
66,1,1,603040000
66,1,3,603040000
66,1,3,603040000
66,2,3,603040000
66,1,3,603040000
66,1,3,603040000
66,2,4,603040000
66,1,2,603040000
66,1,4,603040000
66,2,1,603040000
66,1,2,603040000
66,1,3,603040000
67,1,3,603040000
67,1,3,603040000
67,2,3,603040000
67,2,1,603040000
67,1,3,603040000
67,2,2,603040000
67,2,3,603040000
67,2,4,603040000
67,2,2,603040000
67,1,3,603040000
67,1,2,603040000
67,2,3,603040000
67,2,3,603040000
67,1,1,603040000
67,1,1,603040000
67,2,3,603040000
67,1,1,603040000
67,2,3,603040000
67,2,3,603040000
67,2,3,603040000
67,2,3,603040000
67,1,3,603040000
67,1,3,603040000
67,1,4,603040000
68,1,2,603040000
68,1,2,603040000
68,2,2,603040000
68,2,4,603040000
68,1,1,603040000
68,1,3,603040000
68,2,4,603040000
68,1,3,603040000
68,1,3,603040000
68,1,3,603040000
68,1,3,603040000
68,1,4,603040000
68,2,2,603040000
68,1,3,603040000
68,2,1,603040000
68,1,3,603040000
68,2,3,603040000
68,2,3,603040000
68,2,3,603040000
68,1,4,603040000
69,2,3,603040000
69,1,3,603040000
69,1,4,603040000
69,2,2,603040000
69,2,1,603040000
69,2,1,603040000
69,1,5,603040000
69,2,4,603040000
69,2,2,603040000
69,1,2,603040000
69,1,3,603040000
69,1,3,603040000
69,1,2,603040000
69,1,5,603040000
69,1,3,603040000
69,1,4,603040000
69,2,1,603040000
69,1,5,603040000
69,2,2,603040000
69,2,2,603040000
69,1,2,603040000
69,1,4,603040000
69,2,1,603040000
69,2,4,603040000
70,2,1,603040000
70,2,3,603040000
70,2,3,603040000
70,2,3,603040000
70,2,2,603040000
70,2,4,603040000
70,2,4,603040000
70,1,3,603040000
70,2,1,603040000
70,2,3,603040000
70,1,3,603040000
70,1,3,603040000
70,2,3,603040000
70,2,2,603040000
70,2,3,603040000
70,2,4,603040000
70,1,3,603040000
70,2,1,603040000
70,1,4,603040000
70,1,1,603040000
70,1,2,603040000
70,2,3,603040000
70,1,3,603040000
70,2,3,603040000
70,1,3,603040000
71,2,1,603040000
71,2,5,603040000
71,2,3,603040000
71,1,4,603040000
71,2,3,603040000
71,2,2,603040000
71,2,3,603040000
71,1,3,603040000
71,1,1,603040000
71,1,1,603040000
71,2,3,603040000
71,1,3,603040000
71,2,3,603040000
71,2,3,603040000
71,1,3,603040000
71,2,4,603040000
71,2,3,603040000
71,1,1,603040000
71,1,3,603040000
71,2,2,603040000
71,2,2,603040000
71,1,4,603040000
72,2,1,603040000
72,2,3,603040000
72,2,3,603040000
72,2,5,603040000
72,1,3,603040000
72,1,3,603040000
72,2,3,603040000
72,1,3,603040000
72,1,3,603040000
72,1,4,603040000
72,2,3,603040000
72,1,3,603040000
72,1,3,603040000
72,2,4,603040000
72,1,3,603040000
72,1,4,603040000
72,1,3,603040000
72,2,3,603040000
72,1,4,603040000
72,1,5,603040000
72,2,3,603040000
72,2,3,603040000
72,2,3,603040000
73,1,3,603040000
73,1,3,603040000
73,1,3,603040000
73,2,3,603040000
73,1,3,603040000
73,1,4,603040000
73,1,3,603040000
73,2,3,603040000
73,2,4,603040000
73,2,2,603040000
73,1,3,603040000
73,1,3,603040000
73,1,4,603040000
73,1,2,603040000
73,2,3,603040000
73,2,2,603040000
73,2,3,603040000
73,2,3,603040000
73,1,3,603040000
73,2,3,603040000
73,2,3,603040000
73,1,3,603040000
73,2,3,603040000
73,2,3,603040000
73,2,4,603040000
73,2,3,603040000
74,1,3,603040000
74,1,3,603040000
74,1,3,603040000
74,2,3,603040000
74,1,3,603040000
74,1,3,603040000
74,2,3,603040000
74,1,3,603040000
74,1,3,603040000
74,1,2,603040000
74,1,5,603040000
74,1,3,603040000
74,2,3,603040000
74,1,2,603040000
74,1,3,603040000
74,1,3,603040000
74,1,3,603040000
74,1,4,603040000
74,2,4,603040000
75,2,5,603040000
75,2,5,603040000
75,1,3,603040000
75,2,3,603040000
75,2,3,603040000
75,2,3,603040000
75,1,3,603040000
75,1,3,603040000
75,2,3,603040000
75,1,1,603040000
75,1,3,603040000
75,1,3,603040000
75,1,3,603040000
76,2,5,603040000
76,2,3,603040000
76,1,1,603040000
76,1,3,603040000
76,1,3,603040000
76,1,3,603040000
76,1,3,603040000
76,2,3,603040000
76,2,3,603040000
76,1,1,603040000
76,1,4,603040000
76,1,4,603040000
76,1,3,603040000
76,2,3,603040000
76,1,3,603040000
76,1,3,603040000
76,2,3,603040000
76,2,3,603040000
76,1,3,603040000
77,2,4,603040000
77,2,3,603040000
77,2,3,603040000
77,1,3,603040000
77,2,1,603040000
77,2,3,603040000
77,1,3,603040000
77,2,3,603040000
77,1,3,603040000
77,1,3,603040000
78,1,3,603040000
78,2,3,603040000
78,1,5,603040000
78,1,3,603040000
78,1,3,603040000
78,2,3,603040000
78,1,3,603040000
78,2,3,603040000
78,1,3,603040000
78,1,3,603040000
78,1,3,603040000
78,2,4,603040000
78,2,3,603040000
78,2,3,603040000
78,2,3,603040000
78,1,3,603040000
78,1,2,603040000
78,2,4,603040000
78,1,3,603040000
78,2,3,603040000
78,1,1,603040000
78,1,2,603040000
78,1,3,603040000
78,1,3,603040000
79,1,4,603040000
79,1,3,603040000
79,1,3,603040000
79,2,3,603040000
79,1,1,603040000
79,1,3,603040000
79,2,3,603040000
79,2,3,603040000
79,2,3,603040000
79,2,1,603040000
79,1,3,603040000
79,2,3,603040000
79,2,3,603040000
79,1,1,603040000
79,2,3,603040000
80,2,4,603040000
80,2,3,603040000
80,2,3,603040000
80,1,3,603040000
80,1,5,603040000
80,1,3,603040000
80,1,3,603040000
80,2,3,603040000
80,2,2,603040000
80,1,2,603040000
80,2,3,603040000
80,1,3,603040000
80,2,5,603040000
80,1,3,603040000
80,2,3,603040000
80,2,3,603040000
80,1,3,603040000
80,1,3,603040000
80,2,3,603040000
80,1,3,603040000
80,2,3,603040000
80,2,3,603040000
80,1,3,603040000
80,1,3,603040000
80,2,1,603040000
80,1,3,603040000
80,2,3,603040000
80,1,3,603040000
80,1,3,603040000
80,1,3,603040000
80,2,3,603040000
80,2,3,603040000
80,2,3,603040000
80,1,4,603040000
80,1,3,603040000
80,1,3,603040000
80,1,3,603040000
80,1,1,603040000
80,1,3,603040000
80,2,2,603040000
80,1,2,603040000
80,1,3,603040000
80,2,3,603040000
80,2,3,603040000
80,2,4,603040000
80,1,3,603040000
80,1,3,603040000
80,2,3,603040000
80,1,3,603040000
80,1,3,603040000
80,2,1,603040000
80,2,3,603040000
80,2,4,603040000
80,1,3,603040000
80,1,3,603040000
80,1,3,603040000
80,1,3,603040000
80,1,3,603040000
80,2,3,603040000
81,2,3,603040000
81,2,3,603040000
81,1,3,603040000
81,1,3,603040000
81,1,3,603040000
81,2,3,603040000
81,2,3,603040000
81,2,3,603040000
81,1,3,603040000
81,1,3,603040000
82,1,4,603040000
82,2,3,603040000
82,1,3,603040000
83,1,3,603040000
83,1,3,603040000
83,1,3,603040000
83,1,3,603040000
84,1,2,603040000
84,2,3,603040000
85,1,3,603040000
85,1,3,603040000
85,1,3,603040000
85,2,3,603040000
85,2,1,603040000
85,1,3,603040000
85,1,3,603040000
85,2,3,603040000
85,2,1,603040000
85,1,3,603040000
85,2,1,603040000
85,2,3,603040000
85,1,3,603040000
85,1,3,603040000
1,2,1,603041000
1,1,2,603041000
2,1,2,603041000
2,1,3,603041000
2,2,2,603041000
2,1,2,603041000
4,2,3,603041000
4,2,2,603041000
8,1,2,603041000
9,1,2,603041000
13,2,2,603041000
14,1,2,603041000
14,1,2,603041000
15,2,2,603041000
17,2,1,603041000
19,1,2,603041000
20,2,2,603041000
23,1,1,603041000
26,2,1,603041000
26,1,1,603041000
28,2,2,603041000
34,2,2,603041000
36,1,1,603041000
37,2,2,603041000
38,1,1,603041000
38,2,2,603041000
38,2,2,603041000
40,2,2,603041000
40,1,1,603041000
40,1,1,603041000
40,1,1,603041000
41,2,3,603041000
45,1,1,603041000
51,1,2,603041000
51,1,1,603041000
53,1,3,603041000
54,2,2,603041000
56,2,1,603041000
57,1,1,603041000
57,2,1,603041000
58,2,2,603041000
61,1,5,603041000
65,1,1,603041000
70,2,3,603041000
72,1,1,603041000
0,2,1,603042000
0,1,1,603042000
0,2,1,603042000
0,1,1,603042000
0,1,1,603042000
0,2,1,603042000
0,1,1,603042000
0,2,3,603042000
0,1,1,603042000
0,2,1,603042000
0,1,1,603042000
0,1,1,603042000
0,2,2,603042000
0,1,1,603042000
0,1,1,603042000
0,1,3,603042000
0,1,1,603042000
0,2,1,603042000
0,2,1,603042000
0,2,1,603042000
0,2,1,603042000
0,1,1,603042000
0,1,1,603042000
0,1,1,603042000
0,1,1,603042000
0,2,1,603042000
0,2,4,603042000
0,1,1,603042000
0,2,1,603042000
0,1,1,603042000
0,1,1,603042000
0,1,1,603042000
0,1,2,603042000
0,2,2,603042000
0,2,2,603042000
0,2,1,603042000
0,2,1,603042000
0,1,1,603042000
0,1,2,603042000
0,2,1,603042000
0,2,2,603042000
0,1,2,603042000
0,2,1,603042000
0,2,2,603042000
0,1,1,603042000
0,1,1,603042000
0,2,1,603042000
0,1,2,603042000
0,2,2,603042000
0,2,1,603042000
0,2,1,603042000
0,2,1,603042000
0,2,3,603042000
0,2,1,603042000
0,2,2,603042000
0,1,1,603042000
0,2,1,603042000
0,1,1,603042000
0,2,1,603042000
0,1,1,603042000
0,1,1,603042000
0,2,5,603042000
0,2,1,603042000
0,1,1,603042000
0,1,1,603042000
0,1,1,603042000
0,2,1,603042000
1,2,1,603042000
1,1,3,603042000
1,2,1,603042000
1,1,1,603042000
1,1,1,603042000
1,1,1,603042000
1,1,2,603042000
1,1,1,603042000
1,1,1,603042000
1,1,2,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,2,3,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,1,1,603042000
1,2,2,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,2,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,2,2,603042000
1,2,1,603042000
1,2,3,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,2,603042000
1,1,2,603042000
1,2,2,603042000
1,2,3,603042000
1,2,1,603042000
1,2,3,603042000
1,2,1,603042000
1,1,5,603042000
1,2,1,603042000
1,2,1,603042000
1,2,2,603042000
1,1,1,603042000
1,2,1,603042000
1,2,3,603042000
1,1,3,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,2,1,603042000
1,1,1,603042000
1,1,1,603042000
1,1,1,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,2,1,603042000
1,2,2,603042000
1,1,3,603042000
1,2,1,603042000
1,2,4,603042000
1,2,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,1,1,603042000
1,2,4,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,2,2,603042000
1,2,1,603042000
1,2,1,603042000
1,2,3,603042000
1,1,2,603042000
1,1,3,603042000
1,1,1,603042000
1,2,1,603042000
1,1,1,603042000
1,2,3,603042000
1,2,3,603042000
1,1,1,603042000
1,2,1,603042000
1,2,3,603042000
1,2,1,603042000
1,2,1,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,1,2,603042000
1,1,4,603042000
1,1,1,603042000
1,2,3,603042000
1,1,1,603042000
1,1,1,603042000
1,1,2,603042000
1,2,1,603042000
1,1,3,603042000
1,1,1,603042000
1,2,1,603042000
1,2,1,603042000
1,1,1,603042000
1,1,4,603042000
1,1,1,603042000
1,1,1,603042000
1,1,1,603042000
1,2,1,603042000
1,2,1,603042000
2,1,1,603042000
2,1,2,603042000
